"State","State.Abbreviation","Policy","Date","Group"
"Georgia","GA","reopening_restaurants",2020-04-27,"Reopening"
"Tennessee","TN","reopening_restaurants",2020-04-27,"Reopening"
"Georgia","GA","reopening_movietheaters",2020-04-27,"Reopening"
"Montana","MT","reopening_hairsalons",2020-04-27,"Reopening"
"Mississippi","MS","reopening_neretail",2020-04-27,"Reopening"
"Montana","MT","reopening_neretail",2020-04-27,"Reopening"
"Tennessee","TN","reopening_neretail",2020-04-27,"Reopening"
"Vermont","VT","reopening_neretail",2020-04-27,"Reopening"
"Alabama","AL","reopening_business",2020-04-30,"Reopening"
"Alabama","AL","reopening_neretail",2020-04-30,"Reopening"
"Colorado","CO","reopening_business",2020-05-01,"Reopening"
"Georgia","GA","reopening_business",2020-05-01,"Reopening"
"Idaho","ID","reopening_business",2020-05-01,"Reopening"
"Louisiana","LA","reopening_business",2020-05-01,"Reopening"
"Maine","ME","reopening_business",2020-05-01,"Reopening"
"North Dakota","ND","reopening_business",2020-05-01,"Reopening"
"Texas","TX","reopening_business",2020-05-01,"Reopening"
"Utah","UT","reopening_business",2020-05-01,"Reopening"
"Wyoming","WY","reopening_business",2020-05-01,"Reopening"
"Louisiana","LA","reopening_restaurants",2020-05-01,"Reopening"
"North Dakota","ND","reopening_restaurants",2020-05-01,"Reopening"
"Oklahoma","OK","reopening_restaurants",2020-05-01,"Reopening"
"Texas","TX","reopening_restaurants",2020-05-01,"Reopening"
"Utah","UT","reopening_restaurants",2020-05-01,"Reopening"
"North Dakota","ND","reopening_gyms",2020-05-01,"Reopening"
"Oklahoma","OK","reopening_gyms",2020-05-01,"Reopening"
"Tennessee","TN","reopening_gyms",2020-05-01,"Reopening"
"Utah","UT","reopening_gyms",2020-05-01,"Reopening"
"Wyoming","WY","reopening_gyms",2020-05-01,"Reopening"
"North Dakota","ND","reopening_movietheaters",2020-05-01,"Reopening"
"Oklahoma","OK","reopening_movietheaters",2020-05-01,"Reopening"
"Texas","TX","reopening_movietheaters",2020-05-01,"Reopening"
"Utah","UT","reopening_movietheaters",2020-05-01,"Reopening"
"Colorado","CO","reopening_hairsalons",2020-05-01,"Reopening"
"North Dakota","ND","reopening_hairsalons",2020-05-01,"Reopening"
"Utah","UT","reopening_hairsalons",2020-05-01,"Reopening"
"Wyoming","WY","reopening_hairsalons",2020-05-01,"Reopening"
"Colorado","CO","reopening_neretail",2020-05-01,"Reopening"
"Idaho","ID","reopening_neretail",2020-05-01,"Reopening"
"North Dakota","ND","reopening_neretail",2020-05-01,"Reopening"
"Texas","TX","reopening_neretail",2020-05-01,"Reopening"
"Utah","UT","reopening_neretail",2020-05-01,"Reopening"
"North Dakota","ND","reopening_bars",2020-05-01,"Reopening"
"Utah","UT","reopening_bars",2020-05-01,"Reopening"
"Kansas","KS","closing_casinos",2020-05-04,"Lockdown"
"Arkansas","AR","reopening_business",2020-05-04,"Reopening"
"Kansas","KS","reopening_business",2020-05-04,"Reopening"
"Missouri","MO","reopening_business",2020-05-04,"Reopening"
"Ohio","OH","reopening_business",2020-05-04,"Reopening"
"West Virginia","WV","reopening_business",2020-05-04,"Reopening"
"Kansas","KS","reopening_restaurants",2020-05-04,"Reopening"
"Missouri","MO","reopening_restaurants",2020-05-04,"Reopening"
"Montana","MT","reopening_restaurants",2020-05-04,"Reopening"
"South Carolina","SC","reopening_restaurants",2020-05-04,"Reopening"
"West Virginia","WV","reopening_restaurants",2020-05-04,"Reopening"
"Arkansas","AR","reopening_gyms",2020-05-04,"Reopening"
"Missouri","MO","reopening_gyms",2020-05-04,"Reopening"
"Missouri","MO","reopening_movietheaters",2020-05-04,"Reopening"
"Missouri","MO","reopening_hairsalons",2020-05-04,"Reopening"
"West Virginia","WV","reopening_hairsalons",2020-05-04,"Reopening"
"Kansas","KS","reopening_neretail",2020-05-04,"Reopening"
"Missouri","MO","reopening_neretail",2020-05-04,"Reopening"
"Missouri","MO","reopening_bars",2020-05-04,"Reopening"
"Montana","MT","reopening_bars",2020-05-04,"Reopening"
"South Carolina","SC","reopening_bars",2020-05-04,"Reopening"
"Montana","MT","reopening_casinos",2020-05-04,"Reopening"
"Arkansas","AR","reopening_hairsalons",2020-05-06,"Reopening"
"Tennessee","TN","reopening_hairsalons",2020-05-06,"Reopening"
"Hawaii","HI","reopening_business",2020-05-07,"Reopening"
"Mississippi","MS","reopening_restaurants",2020-05-07,"Reopening"
"Hawaii","HI","reopening_neretail",2020-05-07,"Reopening"
"Arizona","AZ","reopening_business",2020-05-08,"Reopening"
"California","CA","reopening_business",2020-05-08,"Reopening"
"Delaware","DE","reopening_business",2020-05-08,"Reopening"
"North Carolina","NC","reopening_business",2020-05-08,"Reopening"
"Alaska","AK","reopening_gyms",2020-05-08,"Reopening"
"Alaska","AK","reopening_movietheaters",2020-05-08,"Reopening"
"Arizona","AZ","reopening_hairsalons",2020-05-08,"Reopening"
"Texas","TX","reopening_hairsalons",2020-05-08,"Reopening"
"Arizona","AZ","reopening_neretail",2020-05-08,"Reopening"
"California","CA","reopening_neretail",2020-05-08,"Reopening"
"North Carolina","NC","reopening_neretail",2020-05-08,"Reopening"
"Alaska","AK","reopening_bars",2020-05-08,"Reopening"
"Nevada","NV","reopening_business",2020-05-09,"Reopening"
"Rhode Island","RI","reopening_business",2020-05-09,"Reopening"
"Nevada","NV","reopening_restaurants",2020-05-09,"Reopening"
"Nevada","NV","reopening_hairsalons",2020-05-09,"Reopening"
"Nevada","NV","reopening_neretail",2020-05-09,"Reopening"
"Rhode Island","RI","reopening_neretail",2020-05-09,"Reopening"
"Kentucky","KY","reopening_business",2020-05-11,"Reopening"
"New Hampshire","NH","reopening_business",2020-05-11,"Reopening"
"Wisconsin","WI","reopening_business",2020-05-11,"Reopening"
"Alabama","AL","reopening_restaurants",2020-05-11,"Reopening"
"Arizona","AZ","reopening_restaurants",2020-05-11,"Reopening"
"Arkansas","AR","reopening_restaurants",2020-05-11,"Reopening"
"Alabama","AL","reopening_gyms",2020-05-11,"Reopening"
"Mississippi","MS","reopening_gyms",2020-05-11,"Reopening"
"Alabama","AL","reopening_hairsalons",2020-05-11,"Reopening"
"Florida","FL","reopening_hairsalons",2020-05-11,"Reopening"
"Mississippi","MS","reopening_hairsalons",2020-05-11,"Reopening"
"New Hampshire","NH","reopening_hairsalons",2020-05-11,"Reopening"
"New Hampshire","NH","reopening_neretail",2020-05-11,"Reopening"
"Wisconsin","WI","reopening_neretail",2020-05-11,"Reopening"
"Alabama","AL","reopening_bars",2020-05-11,"Reopening"
"Ohio","OH","reopening_neretail",2020-05-12,"Reopening"
"Wisconsin","WI","reopening_restaurants",2020-05-13,"Reopening"
"Arizona","AZ","reopening_gyms",2020-05-13,"Reopening"
"Wisconsin","WI","reopening_gyms",2020-05-13,"Reopening"
"Wisconsin","WI","reopening_movietheaters",2020-05-13,"Reopening"
"Wisconsin","WI","reopening_hairsalons",2020-05-13,"Reopening"
"Wisconsin","WI","reopening_bars",2020-05-13,"Reopening"
"Iowa","IA","reopening_business",2020-05-15,"Reopening"
"Maryland","MD","reopening_business",2020-05-15,"Reopening"
"Oregon","OR","reopening_business",2020-05-15,"Reopening"
"Iowa","IA","reopening_restaurants",2020-05-15,"Reopening"
"Ohio","OH","reopening_restaurants",2020-05-15,"Reopening"
"Wyoming","WY","reopening_restaurants",2020-05-15,"Reopening"
"Iowa","IA","reopening_gyms",2020-05-15,"Reopening"
"Louisiana","LA","reopening_gyms",2020-05-15,"Reopening"
"Montana","MT","reopening_gyms",2020-05-15,"Reopening"
"Louisiana","LA","reopening_movietheaters",2020-05-15,"Reopening"
"Montana","MT","reopening_movietheaters",2020-05-15,"Reopening"
"Wyoming","WY","reopening_movietheaters",2020-05-15,"Reopening"
"Iowa","IA","reopening_hairsalons",2020-05-15,"Reopening"
"Louisiana","LA","reopening_hairsalons",2020-05-15,"Reopening"
"Maryland","MD","reopening_hairsalons",2020-05-15,"Reopening"
"Ohio","OH","reopening_hairsalons",2020-05-15,"Reopening"
"Iowa","IA","reopening_neretail",2020-05-15,"Reopening"
"Louisiana","LA","reopening_neretail",2020-05-15,"Reopening"
"Maryland","MD","reopening_neretail",2020-05-15,"Reopening"
"Oregon","OR","reopening_neretail",2020-05-15,"Reopening"
"Wyoming","WY","reopening_neretail",2020-05-15,"Reopening"
"Ohio","OH","reopening_bars",2020-05-15,"Reopening"
"Oklahoma","OK","reopening_bars",2020-05-15,"Reopening"
"Wyoming","WY","reopening_bars",2020-05-15,"Reopening"
"New Mexico","NM","reopening_business",2020-05-16,"Reopening"
"Idaho","ID","reopening_restaurants",2020-05-16,"Reopening"
"Idaho","ID","reopening_gyms",2020-05-16,"Reopening"
"Arizona","AZ","reopening_movietheaters",2020-05-16,"Reopening"
"Idaho","ID","reopening_hairsalons",2020-05-16,"Reopening"
"New Mexico","NM","reopening_neretail",2020-05-16,"Reopening"
"Arizona","AZ","reopening_bars",2020-05-16,"Reopening"
"Florida","FL","reopening_business",2020-05-18,"Reopening"
"Indiana","IN","reopening_business",2020-05-18,"Reopening"
"Massachusetts","MA","reopening_business",2020-05-18,"Reopening"
"New Jersey","NJ","reopening_business",2020-05-18,"Reopening"
"California","CA","reopening_restaurants",2020-05-18,"Reopening"
"Florida","FL","reopening_restaurants",2020-05-18,"Reopening"
"Indiana","IN","reopening_restaurants",2020-05-18,"Reopening"
"New Hampshire","NH","reopening_restaurants",2020-05-18,"Reopening"
"Rhode Island","RI","reopening_restaurants",2020-05-18,"Reopening"
"Florida","FL","reopening_gyms",2020-05-18,"Reopening"
"Kansas","KS","reopening_gyms",2020-05-18,"Reopening"
"South Carolina","SC","reopening_gyms",2020-05-18,"Reopening"
"Texas","TX","reopening_gyms",2020-05-18,"Reopening"
"West Virginia","WV","reopening_gyms",2020-05-18,"Reopening"
"Arkansas","AR","reopening_movietheaters",2020-05-18,"Reopening"
"Indiana","IN","reopening_hairsalons",2020-05-18,"Reopening"
"Kansas","KS","reopening_hairsalons",2020-05-18,"Reopening"
"South Carolina","SC","reopening_hairsalons",2020-05-18,"Reopening"
"Arkansas","AR","reopening_neretail",2020-05-18,"Reopening"
"Florida","FL","reopening_neretail",2020-05-18,"Reopening"
"Indiana","IN","reopening_neretail",2020-05-18,"Reopening"
"Minnesota","MN","reopening_neretail",2020-05-18,"Reopening"
"Arkansas","AR","reopening_casinos",2020-05-18,"Reopening"
"Louisiana","LA","reopening_casinos",2020-05-18,"Reopening"
"Arkansas","AR","reopening_bars",2020-05-19,"Reopening"
"Connecticut","CT","reopening_business",2020-05-20,"Reopening"
"Connecticut","CT","reopening_restaurants",2020-05-20,"Reopening"
"Connecticut","CT","reopening_neretail",2020-05-20,"Reopening"
"Delaware","DE","reopening_neretail",2020-05-20,"Reopening"
"Kentucky","KY","reopening_neretail",2020-05-20,"Reopening"
"West Virginia","WV","reopening_neretail",2020-05-21,"Reopening"
"Mississippi","MS","reopening_casinos",2020-05-21,"Reopening"
"Kentucky","KY","reopening_restaurants",2020-05-22,"Reopening"
"North Carolina","NC","reopening_restaurants",2020-05-22,"Reopening"
"Vermont","VT","reopening_restaurants",2020-05-22,"Reopening"
"Ohio","OH","reopening_gyms",2020-05-22,"Reopening"
"Alabama","AL","reopening_movietheaters",2020-05-22,"Reopening"
"Iowa","IA","reopening_movietheaters",2020-05-22,"Reopening"
"Kansas","KS","reopening_movietheaters",2020-05-22,"Reopening"
"Tennessee","TN","reopening_movietheaters",2020-05-22,"Reopening"
"North Carolina","NC","reopening_hairsalons",2020-05-22,"Reopening"
"Tennessee","TN","reopening_bars",2020-05-22,"Reopening"
"Vermont","VT","reopening_bars",2020-05-22,"Reopening"
"Alabama","AL","reopening_casinos",2020-05-22,"Reopening"
"Kansas","KS","reopening_casinos",2020-05-22,"Reopening"
"South Carolina","SC","reopening_casinos",2020-05-22,"Reopening"
"Kentucky","KY","reopening_hairsalons",2020-05-25,"Reopening"
"Massachusetts","MA","reopening_hairsalons",2020-05-25,"Reopening"
"Michigan","MI","reopening_business",2020-05-26,"Reopening"
"West Virginia","WV","reopening_bars",2020-05-26,"Reopening"
"Colorado","CO","reopening_restaurants",2020-05-27,"Reopening"
"New Mexico","NM","reopening_restaurants",2020-05-27,"Reopening"
"Iowa","IA","reopening_bars",2020-05-28,"Reopening"
"District of Columbia","DC","reopening_business",2020-05-29,"Reopening"
"Illinois","IL","reopening_business",2020-05-29,"Reopening"
"Virginia","VA","reopening_business",2020-05-29,"Reopening"
"District of Columbia","DC","reopening_restaurants",2020-05-29,"Reopening"
"Illinois","IL","reopening_restaurants",2020-05-29,"Reopening"
"Maryland","MD","reopening_restaurants",2020-05-29,"Reopening"
"Virginia","VA","reopening_restaurants",2020-05-29,"Reopening"
"Illinois","IL","reopening_gyms",2020-05-29,"Reopening"
"Nevada","NV","reopening_gyms",2020-05-29,"Reopening"
"Nevada","NV","reopening_movietheaters",2020-05-29,"Reopening"
"District of Columbia","DC","reopening_hairsalons",2020-05-29,"Reopening"
"Hawaii","HI","reopening_hairsalons",2020-05-29,"Reopening"
"Illinois","IL","reopening_hairsalons",2020-05-29,"Reopening"
"Vermont","VT","reopening_hairsalons",2020-05-29,"Reopening"
"Virginia","VA","reopening_hairsalons",2020-05-29,"Reopening"
"Illinois","IL","reopening_neretail",2020-05-29,"Reopening"
"Virginia","VA","reopening_neretail",2020-05-29,"Reopening"
"District of Columbia","DC","reopening_bars",2020-05-29,"Reopening"
"Nevada","NV","reopening_bars",2020-05-29,"Reopening"
"Texas","TX","reopening_bars",2020-05-29,"Reopening"
"Virginia","VA","reopening_bars",2020-05-29,"Reopening"
"Idaho","ID","reopening_movietheaters",2020-05-30,"Reopening"
"Idaho","ID","reopening_bars",2020-05-30,"Reopening"
"Nebraska","NE","reopening_business",2020-06-01,"Reopening"
"Washington","WA","reopening_business",2020-06-01,"Reopening"
"Delaware","DE","reopening_restaurants",2020-06-01,"Reopening"
"Maine","ME","reopening_restaurants",2020-06-01,"Reopening"
"Minnesota","MN","reopening_restaurants",2020-06-01,"Reopening"
"Nebraska","NE","reopening_restaurants",2020-06-01,"Reopening"
"Delaware","DE","reopening_gyms",2020-06-01,"Reopening"
"Indiana","IN","reopening_gyms",2020-06-01,"Reopening"
"Kentucky","KY","reopening_gyms",2020-06-01,"Reopening"
"Nebraska","NE","reopening_gyms",2020-06-01,"Reopening"
"New Mexico","NM","reopening_gyms",2020-06-01,"Reopening"
"Rhode Island","RI","reopening_gyms",2020-06-01,"Reopening"
"Vermont","VT","reopening_gyms",2020-06-01,"Reopening"
"Delaware","DE","reopening_movietheaters",2020-06-01,"Reopening"
"Kentucky","KY","reopening_movietheaters",2020-06-01,"Reopening"
"Mississippi","MS","reopening_movietheaters",2020-06-01,"Reopening"
"Vermont","VT","reopening_movietheaters",2020-06-01,"Reopening"
"Connecticut","CT","reopening_hairsalons",2020-06-01,"Reopening"
"Minnesota","MN","reopening_hairsalons",2020-06-01,"Reopening"
"Nebraska","NE","reopening_hairsalons",2020-06-01,"Reopening"
"New Mexico","NM","reopening_hairsalons",2020-06-01,"Reopening"
"Rhode Island","RI","reopening_hairsalons",2020-06-01,"Reopening"
"Maine","ME","reopening_neretail",2020-06-01,"Reopening"
"Georgia","GA","reopening_bars",2020-06-01,"Reopening"
"Mississippi","MS","reopening_bars",2020-06-01,"Reopening"
"Rhode Island","RI","reopening_bars",2020-06-01,"Reopening"
"Delaware","DE","reopening_casinos",2020-06-01,"Reopening"
"Iowa","IA","reopening_casinos",2020-06-01,"Reopening"
"Missouri","MO","reopening_casinos",2020-06-01,"Reopening"
"Colorado","CO","reopening_gyms",2020-06-04,"Reopening"
"Michigan","MI","reopening_neretail",2020-06-04,"Reopening"
"Nevada","NV","reopening_casinos",2020-06-04,"Reopening"
"Pennsylvania","PA","reopening_business",2020-06-05,"Reopening"
"Hawaii","HI","reopening_restaurants",2020-06-05,"Reopening"
"Pennsylvania","PA","reopening_restaurants",2020-06-05,"Reopening"
"Florida","FL","reopening_movietheaters",2020-06-05,"Reopening"
"West Virginia","WV","reopening_movietheaters",2020-06-05,"Reopening"
"Pennsylvania","PA","reopening_neretail",2020-06-05,"Reopening"
"Florida","FL","reopening_bars",2020-06-05,"Reopening"
"Louisiana","LA","reopening_bars",2020-06-05,"Reopening"
"Pennsylvania","PA","reopening_bars",2020-06-05,"Reopening"
"West Virginia","WV","reopening_casinos",2020-06-05,"Reopening"
"New York","NY","reopening_business",2020-06-08,"Reopening"
"Massachusetts","MA","reopening_restaurants",2020-06-08,"Reopening"
"Michigan","MI","reopening_restaurants",2020-06-08,"Reopening"
"Delaware","DE","reopening_hairsalons",2020-06-08,"Reopening"
"Massachusetts","MA","reopening_neretail",2020-06-08,"Reopening"
"New York","NY","reopening_neretail",2020-06-08,"Reopening"
"Kansas","KS","reopening_bars",2020-06-08,"Reopening"
"Michigan","MI","reopening_bars",2020-06-08,"Reopening"
"Rhode Island","RI","reopening_casinos",2020-06-08,"Reopening"
"Pennsylvania","PA","reopening_casinos",2020-06-09,"Reopening"
"Minnesota","MN","reopening_gyms",2020-06-10,"Reopening"
"Minnesota","MN","reopening_movietheaters",2020-06-10,"Reopening"
"Ohio","OH","reopening_movietheaters",2020-06-10,"Reopening"
"Minnesota","MN","reopening_bars",2020-06-10,"Reopening"
"Virginia","VA","reopening_gyms",2020-06-12,"Reopening"
"Indiana","IN","reopening_movietheaters",2020-06-12,"Reopening"
"Indiana","IN","reopening_bars",2020-06-12,"Reopening"
"Maryland","MD","reopening_bars",2020-06-12,"Reopening"
"New Jersey","NJ","reopening_restaurants",2020-06-15,"Reopening"
"New Hampshire","NH","reopening_gyms",2020-06-15,"Reopening"
"Michigan","MI","reopening_hairsalons",2020-06-15,"Reopening"
"New Jersey","NJ","reopening_neretail",2020-06-15,"Reopening"
"Delaware","DE","reopening_bars",2020-06-15,"Reopening"
"New Hampshire","NH","reopening_bars",2020-06-15,"Reopening"
"New Jersey","NJ","reopening_bars",2020-06-15,"Reopening"
"Indiana","IN","reopening_casinos",2020-06-15,"Reopening"
"Connecticut","CT","reopening_gyms",2020-06-17,"Reopening"
"Maine","ME","reopening_gyms",2020-06-17,"Reopening"
"Connecticut","CT","reopening_movietheaters",2020-06-17,"Reopening"
"Maine","ME","reopening_hairsalons",2020-06-17,"Reopening"
"Colorado","CO","reopening_movietheaters",2020-06-18,"Reopening"
"Colorado","CO","reopening_bars",2020-06-18,"Reopening"
"Oregon","OR","reopening_restaurants",2020-06-19,"Reopening"
"Hawaii","HI","reopening_gyms",2020-06-19,"Reopening"
"Maryland","MD","reopening_gyms",2020-06-19,"Reopening"
"Oregon","OR","reopening_gyms",2020-06-19,"Reopening"
"Hawaii","HI","reopening_movietheaters",2020-06-19,"Reopening"
"Oregon","OR","reopening_hairsalons",2020-06-19,"Reopening"
"Oregon","OR","reopening_bars",2020-06-19,"Reopening"
"Maryland","MD","reopening_casinos",2020-06-19,"Reopening"
"New York","NY","reopening_restaurants",2020-06-22,"Reopening"
"District of Columbia","DC","reopening_gyms",2020-06-22,"Reopening"
"District of Columbia","DC","reopening_movietheaters",2020-06-22,"Reopening"
"Nebraska","NE","reopening_movietheaters",2020-06-22,"Reopening"
"New Jersey","NJ","reopening_hairsalons",2020-06-22,"Reopening"
"New York","NY","reopening_hairsalons",2020-06-22,"Reopening"
"District of Columbia","DC","reopening_neretail",2020-06-22,"Reopening"
"Nebraska","NE","reopening_neretail",2020-06-22,"Reopening"
"Nebraska","NE","reopening_bars",2020-06-22,"Reopening"
"Illinois","IL","reopening_movietheaters",2020-06-26,"Reopening"
"Hawaii","HI","reopening_bars",2020-06-26,"Reopening"
"Illinois","IL","reopening_bars",2020-06-26,"Reopening"
"New Jersey","NJ","reopening_casinos",2020-06-26,"Reopening"
"New Hampshire","NH","reopening_movietheaters",2020-06-29,"Reopening"
"Kentucky","KY","reopening_bars",2020-06-29,"Reopening"
"Rhode Island","RI","reopening_movietheaters",2020-06-30,"Reopening"
"Maine","ME","reopening_movietheaters",2020-07-01,"Reopening"
"Virginia","VA","reopening_movietheaters",2020-07-01,"Reopening"
"Illinois","IL","reopening_casinos",2020-07-01,"Reopening"
"Washington","WA","reopening_restaurants",2020-07-03,"Reopening"
"Pennsylvania","PA","reopening_gyms",2020-07-03,"Reopening"
"Pennsylvania","PA","reopening_movietheaters",2020-07-03,"Reopening"
"Pennsylvania","PA","reopening_hairsalons",2020-07-03,"Reopening"
"Washington","WA","reopening_hairsalons",2020-07-03,"Reopening"
"Washington","WA","reopening_neretail",2020-07-03,"Reopening"
"Washington","WA","reopening_bars",2020-07-03,"Reopening"
"Massachusetts","MA","reopening_casinos",2020-07-06,"Reopening"
"Massachusetts","MA","reopening_gyms",2020-07-13,"Reopening"
"Massachusetts","MA","reopening_movietheaters",2020-07-13,"Reopening"
"South Carolina","SC","reopening_movietheaters",2020-08-03,"Reopening"
"Michigan","MI","reopening_casinos",2020-08-05,"Reopening"
"Colorado","CO","reopening_casinos",2020-08-24,"Reopening"
"Washington","WA","reopening_gyms",2020-08-27,"Reopening"
"California","CA","reopening_hairsalons",2020-08-28,"Reopening"
"New Jersey","NJ","reopening_gyms",2020-09-01,"Reopening"
"Maryland","MD","reopening_movietheaters",2020-09-01,"Reopening"
"New York","NY","reopening_gyms",2020-09-02,"Reopening"
"North Carolina","NC","reopening_gyms",2020-09-04,"Reopening"
"New Jersey","NJ","reopening_movietheaters",2020-09-04,"Reopening"
"Michigan","MI","reopening_gyms",2020-09-09,"Reopening"
"New York","NY","reopening_casinos",2020-09-09,"Reopening"
"North Carolina","NC","reopening_movietheaters",2020-10-02,"Reopening"
"Michigan","MI","reopening_movietheaters",2020-10-09,"Reopening"
