"State","State.Abbreviation","Policy","Date","Group"
"Georgia","GA","Closed.gyms",2020-04-03,"Lockdown"
"Georgia","GA","Closed.movie.theaters",2020-04-03,"Lockdown"
"Mississippi","MS","Stay.at.home.shelter.in.place",2020-04-03,"Lockdown"
"Mississippi","MS","Closed.other.non.essential.businesses",2020-04-03,"Lockdown"
"Mississippi","MS","Closed.restaurants",2020-04-03,"Lockdown"
"Mississippi","MS","Closed.gyms",2020-04-03,"Lockdown"
"Mississippi","MS","Closed.movie.theaters",2020-04-03,"Lockdown"
"Mississippi","MS","Closed.bars",2020-04-03,"Lockdown"
"Missouri","MO","Closed.other.non.essential.businesses",2020-04-03,"Lockdown"
"Missouri","MO","Closed.gyms",2020-04-03,"Lockdown"
"Missouri","MO","Closed.movie.theaters",2020-04-03,"Lockdown"
"Nebraska","NE","Closed.K.12.public.schools",2020-04-03,"Lockdown"
"Nebraska","NE","Closed.restaurants",2020-04-03,"Lockdown"
"Nebraska","NE","Closed.gyms",2020-04-03,"Lockdown"
"Nebraska","NE","Closed.bars",2020-04-03,"Lockdown"
"Alabama","AL","Stay.at.home.shelter.in.place",2020-04-04,"Lockdown"
"Arkansas","AR","Closed.other.non.essential.businesses",2020-04-06,"Lockdown"
"Missouri","MO","Stay.at.home.shelter.in.place",2020-04-06,"Lockdown"
"South Carolina","SC","Stay.at.home.shelter.in.place",2020-04-07,"Lockdown"
"Nebraska","NE","Closed.other.non.essential.businesses",2020-04-09,"Lockdown"
"Nebraska","NE","Closed.movie.theaters",2020-04-09,"Lockdown"
"South Carolina","SC","Reopened.other.non.essential.retail",2020-04-20,"Reopening"
"Georgia","GA","Reopened.other.non.essential.retail",2020-04-23,"Reopening"
"Alaska","AK","End.stay.at.home.shelter.in.place",2020-04-24,"Reopening"
"Alaska","AK","Reopened.restaurants",2020-04-24,"Reopening"
"Alaska","AK","Reopened.other.non.essential.retail",2020-04-24,"Reopening"
"Georgia","GA","Reopened.gyms",2020-04-24,"Reopening"
"Oklahoma","OK","Reopened.other.non.essential.retail",2020-04-24,"Reopening"
"Montana","MT","End.stay.at.home.shelter.in.place",2020-04-26,"Reopening"
"Colorado","CO","End.stay.at.home.shelter.in.place",2020-04-27,"Reopening"
"Georgia","GA","Reopened.restaurants",2020-04-27,"Reopening"
"Georgia","GA","Reopened.movie.theaters",2020-04-27,"Reopening"
"Mississippi","MS","End.stay.at.home.shelter.in.place",2020-04-27,"Reopening"
"Mississippi","MS","Reopened.other.non.essential.retail",2020-04-27,"Reopening"
"Montana","MT","Reopened.other.non.essential.retail",2020-04-27,"Reopening"
"Tennessee","TN","Reopened.restaurants",2020-04-27,"Reopening"
"Tennessee","TN","Reopened.other.non.essential.retail",2020-04-27,"Reopening"
"Vermont","VT","Reopened.other.non.essential.retail",2020-04-27,"Reopening"
"Tennessee","TN","End.stay.at.home.shelter.in.place",2020-04-29,"Reopening"
"Alabama","AL","End.stay.at.home.shelter.in.place",2020-04-30,"Reopening"
"Alabama","AL","Reopened.other.non.essential.retail",2020-04-30,"Reopening"
"Colorado","CO","Reopened.other.non.essential.retail",2020-05-01,"Reopening"
"Georgia","GA","End.stay.at.home.shelter.in.place",2020-05-01,"Reopening"
"Idaho","ID","End.stay.at.home.shelter.in.place",2020-05-01,"Reopening"
"Idaho","ID","Reopened.other.non.essential.retail",2020-05-01,"Reopening"
"Louisiana","LA","Reopened.restaurants",2020-05-01,"Reopening"
"North Dakota","ND","Reopened.restaurants",2020-05-01,"Reopening"
"North Dakota","ND","Reopened.gyms",2020-05-01,"Reopening"
"North Dakota","ND","Reopened.movie.theaters",2020-05-01,"Reopening"
"North Dakota","ND","Reopened.other.non.essential.retail",2020-05-01,"Reopening"
"North Dakota","ND","Reopened.bars",2020-05-01,"Reopening"
"Oklahoma","OK","Reopened.restaurants",2020-05-01,"Reopening"
"Oklahoma","OK","Reopened.gyms",2020-05-01,"Reopening"
"Oklahoma","OK","Reopened.movie.theaters",2020-05-01,"Reopening"
"Tennessee","TN","Reopened.gyms",2020-05-01,"Reopening"
"Texas","TX","End.stay.at.home.shelter.in.place",2020-05-01,"Reopening"
"Texas","TX","Reopened.restaurants",2020-05-01,"Reopening"
"Texas","TX","Reopened.movie.theaters",2020-05-01,"Reopening"
"Texas","TX","Reopened.other.non.essential.retail",2020-05-01,"Reopening"
"Utah","UT","Reopened.restaurants",2020-05-01,"Reopening"
"Utah","UT","Reopened.gyms",2020-05-01,"Reopening"
"Utah","UT","Reopened.movie.theaters",2020-05-01,"Reopening"
"Utah","UT","Reopened.other.non.essential.retail",2020-05-01,"Reopening"
"Utah","UT","Reopened.bars",2020-05-01,"Reopening"
"Wyoming","WY","Reopened.gyms",2020-05-01,"Reopening"
"Kansas","KS","Closed.casinos",2020-05-04,"Lockdown"
"Arkansas","AR","Reopened.gyms",2020-05-04,"Reopening"
"Kansas","KS","End.stay.at.home.shelter.in.place",2020-05-04,"Reopening"
"Kansas","KS","Reopened.restaurants",2020-05-04,"Reopening"
"Kansas","KS","Reopened.other.non.essential.retail",2020-05-04,"Reopening"
"Missouri","MO","End.stay.at.home.shelter.in.place",2020-05-04,"Reopening"
"Missouri","MO","Reopened.restaurants",2020-05-04,"Reopening"
"Missouri","MO","Reopened.gyms",2020-05-04,"Reopening"
"Missouri","MO","Reopened.movie.theaters",2020-05-04,"Reopening"
"Missouri","MO","Reopened.other.non.essential.retail",2020-05-04,"Reopening"
"Missouri","MO","Reopened.bars",2020-05-04,"Reopening"
"Montana","MT","Reopened.restaurants",2020-05-04,"Reopening"
"Montana","MT","Reopened.bars",2020-05-04,"Reopening"
"Montana","MT","Reopened.casinos",2020-05-04,"Reopening"
"South Carolina","SC","End.stay.at.home.shelter.in.place",2020-05-04,"Reopening"
"South Carolina","SC","Reopened.restaurants",2020-05-04,"Reopening"
"South Carolina","SC","Reopened.bars",2020-05-04,"Reopening"
"West Virginia","WV","Reopened.restaurants",2020-05-04,"Reopening"
"West Virginia","WV","End.stay.at.home.shelter.in.place",2020-05-05,"Reopening"
"Hawaii","HI","Reopened.other.non.essential.retail",2020-05-07,"Reopening"
"Mississippi","MS","Reopened.restaurants",2020-05-07,"Reopening"
"Alaska","AK","Reopened.gyms",2020-05-08,"Reopening"
"Alaska","AK","Reopened.movie.theaters",2020-05-08,"Reopening"
"Alaska","AK","Reopened.bars",2020-05-08,"Reopening"
"Arizona","AZ","Reopened.other.non.essential.retail",2020-05-08,"Reopening"
"California","CA","Reopened.other.non.essential.retail",2020-05-08,"Reopening"
"North Carolina","NC","Reopened.other.non.essential.retail",2020-05-08,"Reopening"
"Nevada","NV","End.stay.at.home.shelter.in.place",2020-05-09,"Reopening"
"Nevada","NV","Reopened.restaurants",2020-05-09,"Reopening"
"Nevada","NV","Reopened.other.non.essential.retail",2020-05-09,"Reopening"
"Rhode Island","RI","End.stay.at.home.shelter.in.place",2020-05-09,"Reopening"
"Rhode Island","RI","Reopened.other.non.essential.retail",2020-05-09,"Reopening"
"Alabama","AL","Reopened.restaurants",2020-05-11,"Reopening"
"Alabama","AL","Reopened.gyms",2020-05-11,"Reopening"
"Alabama","AL","Reopened.bars",2020-05-11,"Reopening"
"Arizona","AZ","Reopened.restaurants",2020-05-11,"Reopening"
"Arkansas","AR","Reopened.restaurants",2020-05-11,"Reopening"
"Mississippi","MS","Reopened.gyms",2020-05-11,"Reopening"
"New Hampshire","NH","Reopened.other.non.essential.retail",2020-05-11,"Reopening"
"Wisconsin","WI","Reopened.other.non.essential.retail",2020-05-11,"Reopening"
"Ohio","OH","Reopened.other.non.essential.retail",2020-05-12,"Reopening"
"Arizona","AZ","Reopened.gyms",2020-05-13,"Reopening"
"Wisconsin","WI","End.stay.at.home.shelter.in.place",2020-05-13,"Reopening"
"Wisconsin","WI","Reopened.restaurants",2020-05-13,"Reopening"
"Wisconsin","WI","Reopened.gyms",2020-05-13,"Reopening"
"Wisconsin","WI","Reopened.movie.theaters",2020-05-13,"Reopening"
"Wisconsin","WI","Reopened.bars",2020-05-13,"Reopening"
"Iowa","IA","Reopened.restaurants",2020-05-15,"Reopening"
"Iowa","IA","Reopened.gyms",2020-05-15,"Reopening"
"Iowa","IA","Reopened.other.non.essential.retail",2020-05-15,"Reopening"
"Louisiana","LA","End.stay.at.home.shelter.in.place",2020-05-15,"Reopening"
"Louisiana","LA","Reopened.gyms",2020-05-15,"Reopening"
"Louisiana","LA","Reopened.movie.theaters",2020-05-15,"Reopening"
"Louisiana","LA","Reopened.other.non.essential.retail",2020-05-15,"Reopening"
"Maryland","MD","End.stay.at.home.shelter.in.place",2020-05-15,"Reopening"
"Maryland","MD","Reopened.other.non.essential.retail",2020-05-15,"Reopening"
"Montana","MT","Reopened.gyms",2020-05-15,"Reopening"
"Montana","MT","Reopened.movie.theaters",2020-05-15,"Reopening"
"Ohio","OH","Reopened.restaurants",2020-05-15,"Reopening"
"Ohio","OH","Reopened.bars",2020-05-15,"Reopening"
"Oklahoma","OK","End.stay.at.home.shelter.in.place",2020-05-15,"Reopening"
"Oklahoma","OK","Reopened.bars",2020-05-15,"Reopening"
"Oregon","OR","Reopened.other.non.essential.retail",2020-05-15,"Reopening"
"Vermont","VT","End.stay.at.home.shelter.in.place",2020-05-15,"Reopening"
"Wyoming","WY","Reopened.restaurants",2020-05-15,"Reopening"
"Wyoming","WY","Reopened.movie.theaters",2020-05-15,"Reopening"
"Wyoming","WY","Reopened.other.non.essential.retail",2020-05-15,"Reopening"
"Wyoming","WY","Reopened.bars",2020-05-15,"Reopening"
"Arizona","AZ","End.stay.at.home.shelter.in.place",2020-05-16,"Reopening"
"Arizona","AZ","Reopened.movie.theaters",2020-05-16,"Reopening"
"Arizona","AZ","Reopened.bars",2020-05-16,"Reopening"
"Idaho","ID","Reopened.restaurants",2020-05-16,"Reopening"
"Idaho","ID","Reopened.gyms",2020-05-16,"Reopening"
"New Mexico","NM","Reopened.other.non.essential.retail",2020-05-16,"Reopening"
"Arkansas","AR","Reopened.movie.theaters",2020-05-18,"Reopening"
"Arkansas","AR","Reopened.other.non.essential.retail",2020-05-18,"Reopening"
"Arkansas","AR","Reopened.casinos",2020-05-18,"Reopening"
"California","CA","Reopened.restaurants",2020-05-18,"Reopening"
"Florida","FL","End.stay.at.home.shelter.in.place",2020-05-18,"Reopening"
"Florida","FL","Reopened.restaurants",2020-05-18,"Reopening"
"Florida","FL","Reopened.gyms",2020-05-18,"Reopening"
"Florida","FL","Reopened.other.non.essential.retail",2020-05-18,"Reopening"
"Indiana","IN","End.stay.at.home.shelter.in.place",2020-05-18,"Reopening"
"Indiana","IN","Reopened.restaurants",2020-05-18,"Reopening"
"Indiana","IN","Reopened.other.non.essential.retail",2020-05-18,"Reopening"
"Kansas","KS","Reopened.gyms",2020-05-18,"Reopening"
"Louisiana","LA","Reopened.casinos",2020-05-18,"Reopening"
"Massachusetts","MA","End.stay.at.home.shelter.in.place",2020-05-18,"Reopening"
"Minnesota","MN","End.stay.at.home.shelter.in.place",2020-05-18,"Reopening"
"Minnesota","MN","Reopened.other.non.essential.retail",2020-05-18,"Reopening"
"New Hampshire","NH","Reopened.restaurants",2020-05-18,"Reopening"
"Rhode Island","RI","Reopened.restaurants",2020-05-18,"Reopening"
"South Carolina","SC","Reopened.gyms",2020-05-18,"Reopening"
"Texas","TX","Reopened.gyms",2020-05-18,"Reopening"
"West Virginia","WV","Reopened.gyms",2020-05-18,"Reopening"
"Arkansas","AR","Reopened.bars",2020-05-19,"Reopening"
"Connecticut","CT","End.stay.at.home.shelter.in.place",2020-05-20,"Reopening"
"Connecticut","CT","Reopened.restaurants",2020-05-20,"Reopening"
"Connecticut","CT","Reopened.other.non.essential.retail",2020-05-20,"Reopening"
"Delaware","DE","Reopened.other.non.essential.retail",2020-05-20,"Reopening"
"Kentucky","KY","Reopened.other.non.essential.retail",2020-05-20,"Reopening"
"Ohio","OH","End.stay.at.home.shelter.in.place",2020-05-20,"Reopening"
"Mississippi","MS","Reopened.casinos",2020-05-21,"Reopening"
"West Virginia","WV","Reopened.other.non.essential.retail",2020-05-21,"Reopening"
"Alabama","AL","Reopened.movie.theaters",2020-05-22,"Reopening"
"Alabama","AL","Reopened.casinos",2020-05-22,"Reopening"
"Iowa","IA","Reopened.movie.theaters",2020-05-22,"Reopening"
"Kansas","KS","Reopened.movie.theaters",2020-05-22,"Reopening"
"Kansas","KS","Reopened.casinos",2020-05-22,"Reopening"
"Kentucky","KY","Reopened.restaurants",2020-05-22,"Reopening"
"North Carolina","NC","End.stay.at.home.shelter.in.place",2020-05-22,"Reopening"
"North Carolina","NC","Reopened.restaurants",2020-05-22,"Reopening"
"Ohio","OH","Reopened.gyms",2020-05-22,"Reopening"
"South Carolina","SC","Reopened.casinos",2020-05-22,"Reopening"
"Tennessee","TN","Reopened.movie.theaters",2020-05-22,"Reopening"
"Tennessee","TN","Reopened.bars",2020-05-22,"Reopening"
"Vermont","VT","Reopened.restaurants",2020-05-22,"Reopening"
"Vermont","VT","Reopened.bars",2020-05-22,"Reopening"
"West Virginia","WV","Reopened.bars",2020-05-26,"Reopening"
"Colorado","CO","Reopened.restaurants",2020-05-27,"Reopening"
"New Mexico","NM","Reopened.restaurants",2020-05-27,"Reopening"
"Iowa","IA","Reopened.bars",2020-05-28,"Reopening"
"District of Columbia","DC","End.stay.at.home.shelter.in.place",2020-05-29,"Reopening"
"District of Columbia","DC","Reopened.restaurants",2020-05-29,"Reopening"
"District of Columbia","DC","Reopened.bars",2020-05-29,"Reopening"
"Illinois","IL","End.stay.at.home.shelter.in.place",2020-05-29,"Reopening"
"Illinois","IL","Reopened.restaurants",2020-05-29,"Reopening"
"Illinois","IL","Reopened.gyms",2020-05-29,"Reopening"
"Illinois","IL","Reopened.other.non.essential.retail",2020-05-29,"Reopening"
"Maryland","MD","Reopened.restaurants",2020-05-29,"Reopening"
"Nevada","NV","Reopened.gyms",2020-05-29,"Reopening"
"Nevada","NV","Reopened.movie.theaters",2020-05-29,"Reopening"
"Nevada","NV","Reopened.bars",2020-05-29,"Reopening"
"Texas","TX","Reopened.bars",2020-05-29,"Reopening"
"Virginia","VA","End.stay.at.home.shelter.in.place",2020-05-29,"Reopening"
"Virginia","VA","Reopened.restaurants",2020-05-29,"Reopening"
"Virginia","VA","Reopened.other.non.essential.retail",2020-05-29,"Reopening"
"Virginia","VA","Reopened.bars",2020-05-29,"Reopening"
"Idaho","ID","Reopened.movie.theaters",2020-05-30,"Reopening"
"Idaho","ID","Reopened.bars",2020-05-30,"Reopening"
"Hawaii","HI","End.stay.at.home.shelter.in.place",2020-05-31,"Reopening"
"Maine","ME","End.stay.at.home.shelter.in.place",2020-05-31,"Reopening"
"Delaware","DE","End.stay.at.home.shelter.in.place",2020-06-01,"Reopening"
"Delaware","DE","Reopened.restaurants",2020-06-01,"Reopening"
"Delaware","DE","Reopened.gyms",2020-06-01,"Reopening"
"Delaware","DE","Reopened.movie.theaters",2020-06-01,"Reopening"
"Delaware","DE","Reopened.casinos",2020-06-01,"Reopening"
"Georgia","GA","Reopened.bars",2020-06-01,"Reopening"
"Indiana","IN","Reopened.gyms",2020-06-01,"Reopening"
"Iowa","IA","Reopened.casinos",2020-06-01,"Reopening"
"Kentucky","KY","Reopened.gyms",2020-06-01,"Reopening"
"Kentucky","KY","Reopened.movie.theaters",2020-06-01,"Reopening"
"Maine","ME","Reopened.restaurants",2020-06-01,"Reopening"
"Maine","ME","Reopened.other.non.essential.retail",2020-06-01,"Reopening"
"Michigan","MI","End.stay.at.home.shelter.in.place",2020-06-01,"Reopening"
"Minnesota","MN","Reopened.restaurants",2020-06-01,"Reopening"
"Mississippi","MS","Reopened.movie.theaters",2020-06-01,"Reopening"
"Mississippi","MS","Reopened.bars",2020-06-01,"Reopening"
"Missouri","MO","Reopened.casinos",2020-06-01,"Reopening"
"Nebraska","NE","Reopened.restaurants",2020-06-01,"Reopening"
"Nebraska","NE","Reopened.gyms",2020-06-01,"Reopening"
"New Mexico","NM","Reopened.gyms",2020-06-01,"Reopening"
"Rhode Island","RI","Reopened.gyms",2020-06-01,"Reopening"
"Rhode Island","RI","Reopened.bars",2020-06-01,"Reopening"
"Vermont","VT","Reopened.gyms",2020-06-01,"Reopening"
"Vermont","VT","Reopened.movie.theaters",2020-06-01,"Reopening"
"Washington","WA","End.stay.at.home.shelter.in.place",2020-06-01,"Reopening"
"Colorado","CO","Reopened.gyms",2020-06-04,"Reopening"
"Michigan","MI","Reopened.other.non.essential.retail",2020-06-04,"Reopening"
"Nevada","NV","Reopened.casinos",2020-06-04,"Reopening"
"Florida","FL","Reopened.movie.theaters",2020-06-05,"Reopening"
"Florida","FL","Reopened.bars",2020-06-05,"Reopening"
"Hawaii","HI","Reopened.restaurants",2020-06-05,"Reopening"
"Louisiana","LA","Reopened.bars",2020-06-05,"Reopening"
"Pennsylvania","PA","End.stay.at.home.shelter.in.place",2020-06-05,"Reopening"
"Pennsylvania","PA","Reopened.restaurants",2020-06-05,"Reopening"
"Pennsylvania","PA","Reopened.other.non.essential.retail",2020-06-05,"Reopening"
"Pennsylvania","PA","Reopened.bars",2020-06-05,"Reopening"
"West Virginia","WV","Reopened.movie.theaters",2020-06-05,"Reopening"
"West Virginia","WV","Reopened.casinos",2020-06-05,"Reopening"
"Kansas","KS","Reopened.bars",2020-06-08,"Reopening"
"Massachusetts","MA","Reopened.restaurants",2020-06-08,"Reopening"
"Massachusetts","MA","Reopened.other.non.essential.retail",2020-06-08,"Reopening"
"Michigan","MI","Reopened.restaurants",2020-06-08,"Reopening"
"Michigan","MI","Reopened.bars",2020-06-08,"Reopening"
"New York","NY","Reopened.other.non.essential.retail",2020-06-08,"Reopening"
"Rhode Island","RI","Reopened.casinos",2020-06-08,"Reopening"
"New Jersey","NJ","End.stay.at.home.shelter.in.place",2020-06-09,"Reopening"
"Pennsylvania","PA","Reopened.casinos",2020-06-09,"Reopening"
"Minnesota","MN","Reopened.gyms",2020-06-10,"Reopening"
"Minnesota","MN","Reopened.movie.theaters",2020-06-10,"Reopening"
"Minnesota","MN","Reopened.bars",2020-06-10,"Reopening"
"Ohio","OH","Reopened.movie.theaters",2020-06-10,"Reopening"
"Indiana","IN","Reopened.movie.theaters",2020-06-12,"Reopening"
"Indiana","IN","Reopened.bars",2020-06-12,"Reopening"
"Maryland","MD","Reopened.bars",2020-06-12,"Reopening"
"Virginia","VA","Reopened.gyms",2020-06-12,"Reopening"
"Delaware","DE","Reopened.bars",2020-06-15,"Reopening"
"Indiana","IN","Reopened.casinos",2020-06-15,"Reopening"
"New Hampshire","NH","Reopened.gyms",2020-06-15,"Reopening"
"New Hampshire","NH","Reopened.bars",2020-06-15,"Reopening"
"New Jersey","NJ","Reopened.restaurants",2020-06-15,"Reopening"
"New Jersey","NJ","Reopened.other.non.essential.retail",2020-06-15,"Reopening"
"New Jersey","NJ","Reopened.bars",2020-06-15,"Reopening"
"New Hampshire","NH","End.stay.at.home.shelter.in.place",2020-06-16,"Reopening"
"Connecticut","CT","Reopened.gyms",2020-06-17,"Reopening"
"Connecticut","CT","Reopened.movie.theaters",2020-06-17,"Reopening"
"Maine","ME","Reopened.gyms",2020-06-17,"Reopening"
"Colorado","CO","Reopened.movie.theaters",2020-06-18,"Reopening"
"Colorado","CO","Reopened.bars",2020-06-18,"Reopening"
"Hawaii","HI","Reopened.gyms",2020-06-19,"Reopening"
"Hawaii","HI","Reopened.movie.theaters",2020-06-19,"Reopening"
"Maryland","MD","Reopened.gyms",2020-06-19,"Reopening"
"Maryland","MD","Reopened.casinos",2020-06-19,"Reopening"
"Oregon","OR","End.stay.at.home.shelter.in.place",2020-06-19,"Reopening"
"Oregon","OR","Reopened.restaurants",2020-06-19,"Reopening"
"Oregon","OR","Reopened.gyms",2020-06-19,"Reopening"
"Oregon","OR","Reopened.bars",2020-06-19,"Reopening"
"District of Columbia","DC","Reopened.gyms",2020-06-22,"Reopening"
"District of Columbia","DC","Reopened.movie.theaters",2020-06-22,"Reopening"
"District of Columbia","DC","Reopened.other.non.essential.retail",2020-06-22,"Reopening"
"Nebraska","NE","Reopened.movie.theaters",2020-06-22,"Reopening"
"Nebraska","NE","Reopened.other.non.essential.retail",2020-06-22,"Reopening"
"Nebraska","NE","Reopened.bars",2020-06-22,"Reopening"
"New York","NY","Reopened.restaurants",2020-06-22,"Reopening"
"Florida","FL","Closed.bars.x2",2020-06-26,"Lockdown"
"Texas","TX","Closed.bars.x2",2020-06-26,"Lockdown"
"Hawaii","HI","Reopened.bars",2020-06-26,"Reopening"
"Illinois","IL","Reopened.movie.theaters",2020-06-26,"Reopening"
"Illinois","IL","Reopened.bars",2020-06-26,"Reopening"
"New Jersey","NJ","Reopened.casinos",2020-06-26,"Reopening"
"New York","NY","End.stay.at.home.shelter.in.place",2020-06-27,"Reopening"
"Arizona","AZ","Closed.bars.x2",2020-06-29,"Lockdown"
"Arizona","AZ","Closed.movie.theaters.x2",2020-06-29,"Lockdown"
"Arizona","AZ","Closed.gyms.x2",2020-06-29,"Lockdown"
"Kentucky","KY","End.stay.at.home.shelter.in.place",2020-06-29,"Reopening"
"Kentucky","KY","Reopened.bars",2020-06-29,"Reopening"
"New Hampshire","NH","Reopened.movie.theaters",2020-06-29,"Reopening"
"Colorado","CO","Closed.bars.x2",2020-06-30,"Lockdown"
"Rhode Island","RI","Reopened.movie.theaters",2020-06-30,"Reopening"
"Illinois","IL","Reopened.casinos",2020-07-01,"Reopening"
"Maine","ME","Reopened.movie.theaters",2020-07-01,"Reopening"
"Virginia","VA","Reopened.movie.theaters",2020-07-01,"Reopening"
"Pennsylvania","PA","Reopened.gyms",2020-07-03,"Reopening"
"Pennsylvania","PA","Reopened.movie.theaters",2020-07-03,"Reopening"
"Washington","WA","Reopened.restaurants",2020-07-03,"Reopening"
"Washington","WA","Reopened.other.non.essential.retail",2020-07-03,"Reopening"
"Washington","WA","Reopened.bars",2020-07-03,"Reopening"
"Massachusetts","MA","Reopened.casinos",2020-07-06,"Reopening"
"California","CA","Closed.restaurants.x2",2020-07-13,"Lockdown"
"Louisiana","LA","Closed.bars.x2",2020-07-13,"Lockdown"
"New Mexico","NM","Closed.restaurants.x2",2020-07-13,"Lockdown"
"Massachusetts","MA","Reopened.gyms",2020-07-13,"Reopening"
"Massachusetts","MA","Reopened.movie.theaters",2020-07-13,"Reopening"
"Pennsylvania","PA","Closed.bars.x2",2020-07-16,"Lockdown"
"Kentucky","KY","Closed.bars.x2",2020-07-28,"Lockdown"
"Michigan","MI","Closed.bars.x2",2020-07-31,"Lockdown"
"South Carolina","SC","Reopened.movie.theaters",2020-08-03,"Reopening"
"Michigan","MI","Reopened.casinos",2020-08-05,"Reopening"
"Kentucky","KY","Reopened.bars.x2",2020-08-11,"Reopening"
"Colorado","CO","Reopened.casinos",2020-08-24,"Reopening"
"Washington","WA","Reopened.gyms",2020-08-27,"Reopening"
"New Mexico","NM","Reopened.restaurants.x2",2020-08-29,"Reopening"
"West Virginia","WV","Reopened.bars.x2",2020-08-31,"Reopening"
"Maryland","MD","Reopened.movie.theaters",2020-09-01,"Reopening"
"New Jersey","NJ","Reopened.gyms",2020-09-01,"Reopening"
"New York","NY","Reopened.gyms",2020-09-02,"Reopening"
"Delaware","DE","Reopened.bars.x2",2020-09-04,"Reopening"
"New Jersey","NJ","Reopened.movie.theaters",2020-09-04,"Reopening"
"North Carolina","NC","Reopened.gyms",2020-09-04,"Reopening"
"Michigan","MI","Reopened.gyms",2020-09-09,"Reopening"
"New York","NY","Reopened.casinos",2020-09-09,"Reopening"
"Florida","FL","Reopened.bars.x2",2020-09-14,"Reopening"
"Nevada","NV","Reopened.bars.x2",2020-09-21,"Reopening"
"Michigan","MI","State.of.emergency.lifted",2020-10-02,"Reopening"
"North Carolina","NC","Reopened.movie.theaters",2020-10-02,"Reopening"
"Iowa","IA","Reopened.bars.x2",2020-10-05,"Reopening"
"Michigan","MI","Reopened.movie.theaters",2020-10-09,"Reopening"
"Michigan","MI","Reopened.bars.x2",2020-10-09,"Reopening"
"Texas","TX","Reopened.bars.x2",2020-10-14,"Reopening"
"Vermont","VT","Closed.bars.x2",2020-11-15,"Lockdown"
"New Mexico","NM","Closed.gyms.x2",2020-11-16,"Lockdown"
"New Mexico","NM","Closed.restaurants.x3",2020-11-16,"Lockdown"
"Washington","WA","Closed.gyms.x2",2020-11-16,"Lockdown"
"Michigan","MI","Closed.movie.theaters.x2",2020-11-18,"Lockdown"
"Michigan","MI","Closed.restaurants.x2",2020-11-18,"Lockdown"
"Michigan","MI","Closed.casinos.x2",2020-11-18,"Lockdown"
"Michigan","MI","Closed.bars.x3",2020-11-18,"Lockdown"
"Oregon","OR","Closed.bars.x2",2020-11-18,"Lockdown"
"Oregon","OR","Closed.gyms.x2",2020-11-18,"Lockdown"
"Oregon","OR","Closed.restaurants.x2",2020-11-18,"Lockdown"
"Washington","WA","Closed.bars.x2",2020-11-18,"Lockdown"
"Washington","WA","Closed.restaurants.x2",2020-11-18,"Lockdown"
"Illinois","IL","Closed.bars.x2",2020-11-20,"Lockdown"
"Illinois","IL","Closed.movie.theaters.x2",2020-11-20,"Lockdown"
"Illinois","IL","Closed.restaurants.x2",2020-11-20,"Lockdown"
"Illinois","IL","Closed.casinos.x2",2020-11-20,"Lockdown"
"Kentucky","KY","Closed.restaurants.x2",2020-11-20,"Lockdown"
"Kentucky","KY","Closed.bars.x3",2020-11-20,"Lockdown"
"Minnesota","MN","Closed.bars.x2",2020-11-21,"Lockdown"
"Minnesota","MN","Closed.movie.theaters.x2",2020-11-21,"Lockdown"
"Minnesota","MN","Closed.gyms.x2",2020-11-21,"Lockdown"
"Minnesota","MN","Closed.restaurants.x2",2020-11-21,"Lockdown"
"Rhode Island","RI","Closed.bars.x2",2020-11-30,"Lockdown"
"Rhode Island","RI","Closed.movie.theaters.x2",2020-11-30,"Lockdown"
"Rhode Island","RI","Closed.gyms.x2",2020-11-30,"Lockdown"
"Rhode Island","RI","Closed.casinos.x2",2020-11-30,"Lockdown"
"New Mexico","NM","End.stay.at.home.shelter.in.place",2020-11-30,"Reopening"
"New Mexico","NM","Reopened.gyms.x2",2020-12-02,"Reopening"
"Pennsylvania","PA","Closed.movie.theaters.x2",2020-12-12,"Lockdown"
"Pennsylvania","PA","Closed.gyms.x2",2020-12-12,"Lockdown"
"Pennsylvania","PA","Closed.restaurants.x2",2020-12-12,"Lockdown"
"Pennsylvania","PA","Closed.casinos.x2",2020-12-12,"Lockdown"
"Kentucky","KY","Reopened.restaurants.x2",2020-12-13,"Reopening"
"Kentucky","KY","Reopened.bars.x3",2020-12-13,"Reopening"
"Minnesota","MN","Reopened.gyms.x2",2020-12-18,"Reopening"
"Michigan","MI","Reopened.movie.theaters.x2",2020-12-21,"Reopening"
"Michigan","MI","Reopened.casinos.x2",2020-12-21,"Reopening"
"Rhode Island","RI","Reopened.gyms.x2",2020-12-21,"Reopening"
"Rhode Island","RI","Reopened.movie.theaters.x2",2020-12-21,"Reopening"
"Rhode Island","RI","Reopened.casinos.x2",2020-12-21,"Reopening"
"District of Columbia","DC","Closed.bars.x2",2020-12-23,"Lockdown"
"District of Columbia","DC","Closed.restaurants.x2",2020-12-23,"Lockdown"
