"State","State.Abbreviation","Policy","Date","Group"
"Montana","MT","reopening_gyms","5/15/2020","Reopening"
"Nebraska","NE","reopening_gyms","6/1/2020","Reopening"
"Nevada","NV","reopening_gyms","5/29/2020","Reopening"
"New Hampshire","NH","reopening_gyms","6/15/2020","Reopening"
"New Jersey","NJ","reopening_gyms","9/1/2020","Reopening"
"New Mexico","NM","reopening_gyms","6/1/2020","Reopening"
"New York","NY","reopening_gyms","9/2/2020","Reopening"
"North Carolina","NC","reopening_gyms","9/4/2020","Reopening"
"North Dakota","ND","reopening_gyms","5/1/2020","Reopening"
"Ohio","OH","reopening_gyms","5/22/2020","Reopening"
"Oklahoma","OK","reopening_gyms","5/1/2020","Reopening"
"Oregon","OR","reopening_gyms","6/19/2020","Reopening"
"Pennsylvania","PA","reopening_gyms","7/3/2020","Reopening"
"Rhode Island","RI","reopening_gyms","6/1/2020","Reopening"
"South Carolina","SC","reopening_gyms","5/18/2020","Reopening"
"Tennessee","TN","reopening_gyms","5/1/2020","Reopening"
"Texas","TX","reopening_gyms","5/18/2020","Reopening"
"Utah","UT","reopening_gyms","5/1/2020","Reopening"
"Vermont","VT","reopening_gyms","6/1/2020","Reopening"
"Virginia","VA","reopening_gyms","6/12/2020","Reopening"
"Washington","WA","reopening_gyms","8/27/2020","Reopening"
"West Virginia","WV","reopening_gyms","5/18/2020","Reopening"
"Wisconsin","WI","reopening_gyms","5/13/2020","Reopening"
"Wyoming","WY","reopening_gyms","5/1/2020","Reopening"
"Alabama","AL","reopening_movietheaters","5/22/2020","Reopening"
"Alaska","AK","reopening_movietheaters","5/8/2020","Reopening"
"Arizona","AZ","reopening_movietheaters","5/16/2020","Reopening"
"Arkansas","AR","reopening_movietheaters","5/18/2020","Reopening"
"California","CA","reopening_movietheaters","4/15/2021","Reopening"
"Colorado","CO","reopening_movietheaters","6/18/2020","Reopening"
"Connecticut","CT","reopening_movietheaters","6/17/2020","Reopening"
"Delaware","DE","reopening_movietheaters","6/1/2020","Reopening"
"District of Columbia","DC","reopening_movietheaters","6/22/2020","Reopening"
"Florida","FL","reopening_movietheaters","6/5/2020","Reopening"
"Georgia","GA","reopening_movietheaters","4/27/2020","Reopening"
"Hawaii","HI","reopening_movietheaters","6/19/2020","Reopening"
"Idaho","ID","reopening_movietheaters","5/30/2020","Reopening"
"Illinois","IL","reopening_movietheaters","6/26/2020","Reopening"
"Indiana","IN","reopening_movietheaters","6/12/2020","Reopening"
"Iowa","IA","reopening_movietheaters","5/22/2020","Reopening"
"Kansas","KS","reopening_movietheaters","5/22/2020","Reopening"
"Kentucky","KY","reopening_movietheaters","6/1/2020","Reopening"
"Louisiana","LA","reopening_movietheaters","5/15/2020","Reopening"
"Maine","ME","reopening_movietheaters","7/1/2020","Reopening"
"Maryland","MD","reopening_movietheaters","9/1/2020","Reopening"
"Massachusetts","MA","reopening_movietheaters","7/13/2020","Reopening"
"Michigan","MI","reopening_movietheaters","10/9/2020","Reopening"
"Minnesota","MN","reopening_movietheaters","6/10/2020","Reopening"
"Mississippi","MS","reopening_movietheaters","6/1/2020","Reopening"
"Missouri","MO","reopening_movietheaters","5/4/2020","Reopening"
"Montana","MT","reopening_movietheaters","5/15/2020","Reopening"
"Nebraska","NE","reopening_movietheaters","6/22/2020","Reopening"
"Nevada","NV","reopening_movietheaters","5/29/2020","Reopening"
"New Hampshire","NH","reopening_movietheaters","6/29/2020","Reopening"
"New Jersey","NJ","reopening_movietheaters","9/4/2020","Reopening"
"New Mexico","NM","reopening_movietheaters","3/24/2021","Reopening"
"New York","NY","reopening_movietheaters","3/5/2021","Reopening"
"North Carolina","NC","reopening_movietheaters","10/2/2020","Reopening"
"North Dakota","ND","reopening_movietheaters","5/1/2020","Reopening"
"Ohio","OH","reopening_movietheaters","6/10/2020","Reopening"
"Oklahoma","OK","reopening_movietheaters","5/1/2020","Reopening"
"Oregon","OR","reopening_movietheaters","1/29/2021","Reopening"
"Pennsylvania","PA","reopening_movietheaters","7/3/2020","Reopening"
"Rhode Island","RI","reopening_movietheaters","6/30/2020","Reopening"
"South Carolina","SC","reopening_movietheaters","8/3/2020","Reopening"
"Tennessee","TN","reopening_movietheaters","5/22/2020","Reopening"
"Texas","TX","reopening_movietheaters","5/1/2020","Reopening"
"Utah","UT","reopening_movietheaters","5/1/2020","Reopening"
"Vermont","VT","reopening_movietheaters","6/1/2020","Reopening"
"Virginia","VA","reopening_movietheaters","7/1/2020","Reopening"
"Washington","WA","reopening_movietheaters","2/14/2021","Reopening"
"West Virginia","WV","reopening_movietheaters","6/5/2020","Reopening"
"Wisconsin","WI","reopening_movietheaters","5/13/2020","Reopening"
"Wyoming","WY","reopening_movietheaters","5/15/2020","Reopening"
"Alabama","AL","reopening_hairsalons","5/11/2020","Reopening"
"Alaska","AK","reopening_hairsalons","4/24/2020","Reopening"
"Arizona","AZ","reopening_hairsalons","5/8/2020","Reopening"
"Arkansas","AR","reopening_hairsalons","5/6/2020","Reopening"
"California","CA","reopening_hairsalons","8/28/2020","Reopening"
"Colorado","CO","reopening_hairsalons","5/1/2020","Reopening"
"Connecticut","CT","reopening_hairsalons","6/1/2020","Reopening"
"Delaware","DE","reopening_hairsalons","6/8/2020","Reopening"
"District of Columbia","DC","reopening_hairsalons","5/29/2020","Reopening"
"Florida","FL","reopening_hairsalons","5/11/2020","Reopening"
"Georgia","GA","reopening_hairsalons","4/24/2020","Reopening"
"Hawaii","HI","reopening_hairsalons","5/29/2020","Reopening"
"Idaho","ID","reopening_hairsalons","5/16/2020","Reopening"
"Illinois","IL","reopening_hairsalons","5/29/2020","Reopening"
"Indiana","IN","reopening_hairsalons","5/18/2020","Reopening"
"Iowa","IA","reopening_hairsalons","5/15/2020","Reopening"
"Kansas","KS","reopening_hairsalons","5/18/2020","Reopening"
"Kentucky","KY","reopening_hairsalons","5/25/2020","Reopening"
"Louisiana","LA","reopening_hairsalons","5/15/2020","Reopening"
"Maine","ME","reopening_hairsalons","6/17/2020","Reopening"
"Maryland","MD","reopening_hairsalons","5/15/2020","Reopening"
"Massachusetts","MA","reopening_hairsalons","5/25/2020","Reopening"
"Michigan","MI","reopening_hairsalons","6/15/2020","Reopening"
"Minnesota","MN","reopening_hairsalons","6/1/2020","Reopening"
"Mississippi","MS","reopening_hairsalons","5/11/2020","Reopening"
"Missouri","MO","reopening_hairsalons","5/4/2020","Reopening"
"Montana","MT","reopening_hairsalons","4/27/2020","Reopening"
"Nebraska","NE","reopening_hairsalons","6/1/2020","Reopening"
"Nevada","NV","reopening_hairsalons","5/9/2020","Reopening"
"New Hampshire","NH","reopening_hairsalons","5/11/2020","Reopening"
"New Jersey","NJ","reopening_hairsalons","6/22/2020","Reopening"
"New Mexico","NM","reopening_hairsalons","6/1/2020","Reopening"
"New York","NY","reopening_hairsalons","6/22/2020","Reopening"
"North Carolina","NC","reopening_hairsalons","5/22/2020","Reopening"
"North Dakota","ND","reopening_hairsalons","5/1/2020","Reopening"
"Ohio","OH","reopening_hairsalons","5/15/2020","Reopening"
"Oklahoma","OK","reopening_hairsalons","4/24/2020","Reopening"
"Oregon","OR","reopening_hairsalons","6/19/2020","Reopening"
"Pennsylvania","PA","reopening_hairsalons","7/3/2020","Reopening"
"Rhode Island","RI","reopening_hairsalons","6/1/2020","Reopening"
"South Carolina","SC","reopening_hairsalons","5/18/2020","Reopening"
"Tennessee","TN","reopening_hairsalons","5/6/2020","Reopening"
"Texas","TX","reopening_hairsalons","5/8/2020","Reopening"
"Utah","UT","reopening_hairsalons","5/1/2020","Reopening"
"Vermont","VT","reopening_hairsalons","5/29/2020","Reopening"
"Virginia","VA","reopening_hairsalons","5/29/2020","Reopening"
"Washington","WA","reopening_hairsalons","7/3/2020","Reopening"
"West Virginia","WV","reopening_hairsalons","5/4/2020","Reopening"
"Wisconsin","WI","reopening_hairsalons","5/13/2020","Reopening"
"Wyoming","WY","reopening_hairsalons","5/1/2020","Reopening"
"Alabama","AL","reopening_neretail","4/30/2020","Reopening"
"Alaska","AK","reopening_neretail","4/24/2020","Reopening"
"Arizona","AZ","reopening_neretail","5/8/2020","Reopening"
"Arkansas","AR","reopening_neretail","5/18/2020","Reopening"
"California","CA","reopening_neretail","5/8/2020","Reopening"
"Colorado","CO","reopening_neretail","5/1/2020","Reopening"
"Connecticut","CT","reopening_neretail","5/20/2020","Reopening"
"Delaware","DE","reopening_neretail","5/20/2020","Reopening"
"District of Columbia","DC","reopening_neretail","6/22/2020","Reopening"
"Florida","FL","reopening_neretail","5/18/2020","Reopening"
"Georgia","GA","reopening_neretail","4/23/2020","Reopening"
"Hawaii","HI","reopening_neretail","5/7/2020","Reopening"
"Idaho","ID","reopening_neretail","5/1/2020","Reopening"
"Illinois","IL","reopening_neretail","5/29/2020","Reopening"
"Indiana","IN","reopening_neretail","5/18/2020","Reopening"
"Iowa","IA","reopening_neretail","5/15/2020","Reopening"
"Kansas","KS","reopening_neretail","5/4/2020","Reopening"
"Kentucky","KY","reopening_neretail","5/20/2020","Reopening"
"Louisiana","LA","reopening_neretail","5/15/2020","Reopening"
"Maine","ME","reopening_neretail","6/1/2020","Reopening"
"Maryland","MD","reopening_neretail","5/15/2020","Reopening"
"Massachusetts","MA","reopening_neretail","6/8/2020","Reopening"
"Michigan","MI","reopening_neretail","6/4/2020","Reopening"
"Minnesota","MN","reopening_neretail","5/18/2020","Reopening"
"Mississippi","MS","reopening_neretail","4/27/2020","Reopening"
"Missouri","MO","reopening_neretail","5/4/2020","Reopening"
"Montana","MT","reopening_neretail","4/27/2020","Reopening"
"Nebraska","NE","reopening_neretail","6/22/2020","Reopening"
"Nevada","NV","reopening_neretail","5/9/2020","Reopening"
"New Hampshire","NH","reopening_neretail","5/11/2020","Reopening"
"New Jersey","NJ","reopening_neretail","6/15/2020","Reopening"
"New Mexico","NM","reopening_neretail","5/16/2020","Reopening"
"New York","NY","reopening_neretail","6/8/2020","Reopening"
"North Carolina","NC","reopening_neretail","5/8/2020","Reopening"
"North Dakota","ND","reopening_neretail","5/1/2020","Reopening"
"Ohio","OH","reopening_neretail","5/12/2020","Reopening"
"Oklahoma","OK","reopening_neretail","4/24/2020","Reopening"
"Oregon","OR","reopening_neretail","5/15/2020","Reopening"
"Pennsylvania","PA","reopening_neretail","6/5/2020","Reopening"
"Rhode Island","RI","reopening_neretail","5/9/2020","Reopening"
"South Carolina","SC","reopening_neretail","4/20/2020","Reopening"
"Tennessee","TN","reopening_neretail","4/27/2020","Reopening"
"Texas","TX","reopening_neretail","5/1/2020","Reopening"
"Utah","UT","reopening_neretail","5/1/2020","Reopening"
"Vermont","VT","reopening_neretail","4/27/2020","Reopening"
"Virginia","VA","reopening_neretail","5/29/2020","Reopening"
"Washington","WA","reopening_neretail","7/3/2020","Reopening"
"West Virginia","WV","reopening_neretail","5/21/2020","Reopening"
"Wisconsin","WI","reopening_neretail","5/11/2020","Reopening"
"Wyoming","WY","reopening_neretail","5/15/2020","Reopening"
"Alabama","AL","reopening_bars","5/11/2020","Reopening"
"Alaska","AK","reopening_bars","5/8/2020","Reopening"
"Arizona","AZ","reopening_bars","5/16/2020","Reopening"
"Arkansas","AR","reopening_bars","5/19/2020","Reopening"
"California","CA","reopening_bars","6/15/2021","Reopening"
"Colorado","CO","reopening_bars","6/18/2020","Reopening"
"Connecticut","CT","reopening_bars","5/19/2021","Reopening"
"Delaware","DE","reopening_bars","6/15/2020","Reopening"
"District of Columbia","DC","reopening_bars","5/29/2020","Reopening"
"Florida","FL","reopening_bars","6/5/2020","Reopening"
"Georgia","GA","reopening_bars","6/1/2020","Reopening"
"Hawaii","HI","reopening_bars","6/26/2020","Reopening"
"Idaho","ID","reopening_bars","5/30/2020","Reopening"
"Illinois","IL","reopening_bars","6/26/2020","Reopening"
"Indiana","IN","reopening_bars","6/12/2020","Reopening"
"Iowa","IA","reopening_bars","5/28/2020","Reopening"
"Kansas","KS","reopening_bars","6/8/2020","Reopening"
"Kentucky","KY","reopening_bars","6/29/2020","Reopening"
"Louisiana","LA","reopening_bars","6/5/2020","Reopening"
"Maine","ME","reopening_bars","3/26/2021","Reopening"
"Maryland","MD","reopening_bars","6/12/2020","Reopening"
"Massachusetts","MA","reopening_bars","5/29/2021","Reopening"
"Michigan","MI","reopening_bars","6/8/2020","Reopening"
"Minnesota","MN","reopening_bars","6/10/2020","Reopening"
"Mississippi","MS","reopening_bars","6/1/2020","Reopening"
"Missouri","MO","reopening_bars","5/4/2020","Reopening"
"Montana","MT","reopening_bars","5/4/2020","Reopening"
"Nebraska","NE","reopening_bars","6/22/2020","Reopening"
"Nevada","NV","reopening_bars","5/29/2020","Reopening"
"New Hampshire","NH","reopening_bars","6/15/2020","Reopening"
"New Jersey","NJ","reopening_bars","6/15/2020","Reopening"
"New Mexico","NM","reopening_bars","6/2/2021","Reopening"
"New York","NY","reopening_bars","5/3/2021","Reopening"
"North Carolina","NC","reopening_bars","3/26/2021","Reopening"
"North Dakota","ND","reopening_bars","5/1/2020","Reopening"
"Ohio","OH","reopening_bars","5/15/2020","Reopening"
"Oklahoma","OK","reopening_bars","5/15/2020","Reopening"
"Oregon","OR","reopening_bars","6/19/2020","Reopening"
"Pennsylvania","PA","reopening_bars","6/5/2020","Reopening"
"Rhode Island","RI","reopening_bars","6/1/2020","Reopening"
"South Carolina","SC","reopening_bars","5/4/2020","Reopening"
"Tennessee","TN","reopening_bars","5/22/2020","Reopening"
"Texas","TX","reopening_bars","5/29/2020","Reopening"
"Utah","UT","reopening_bars","5/1/2020","Reopening"
"Vermont","VT","reopening_bars","5/22/2020","Reopening"
"Virginia","VA","reopening_bars","5/29/2020","Reopening"
"Washington","WA","reopening_bars","7/3/2020","Reopening"
"West Virginia","WV","reopening_bars","5/26/2020","Reopening"
"Wisconsin","WI","reopening_bars","5/13/2020","Reopening"
"Wyoming","WY","reopening_bars","5/15/2020","Reopening"
"Alabama","AL","reopening_casinos","5/22/2020","Reopening"
"Arkansas","AR","reopening_casinos","5/18/2020","Reopening"
"Colorado","CO","reopening_casinos","8/24/2020","Reopening"
"Delaware","DE","reopening_casinos","6/1/2020","Reopening"
"Illinois","IL","reopening_casinos","7/1/2020","Reopening"
"Indiana","IN","reopening_casinos","6/15/2020","Reopening"
"Iowa","IA","reopening_casinos","6/1/2020","Reopening"
"Kansas","KS","reopening_casinos","5/22/2020","Reopening"
"Louisiana","LA","reopening_casinos","5/18/2020","Reopening"
"Maryland","MD","reopening_casinos","6/19/2020","Reopening"
"Massachusetts","MA","reopening_casinos","7/6/2020","Reopening"
"Michigan","MI","reopening_casinos","8/5/2020","Reopening"
"Mississippi","MS","reopening_casinos","5/21/2020","Reopening"
"Missouri","MO","reopening_casinos","6/1/2020","Reopening"
"Montana","MT","reopening_casinos","5/4/2020","Reopening"
"Nevada","NV","reopening_casinos","6/4/2020","Reopening"
"New Jersey","NJ","reopening_casinos","6/26/2020","Reopening"
"New Mexico","NM","reopening_casinos","3/24/2021","Reopening"
"New York","NY","reopening_casinos","9/9/2020","Reopening"
"Pennsylvania","PA","reopening_casinos","6/9/2020","Reopening"
"Rhode Island","RI","reopening_casinos","6/8/2020","Reopening"
"South Carolina","SC","reopening_casinos","5/22/2020","Reopening"
"West Virginia","WV","reopening_casinos","6/5/2020","Reopening"
