"date","state","time","Z_t","M_t","W_t_ma","ed","zed","ed2","sc","sh","rb","ob","old","meanold","cold","white","black","asian","hispanic"
2020-03-20,"Nebraska",4,53,53.5714285714286,0.119402985074627,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-21,"Nebraska",5,61,59.4285714285714,0.109333333333333,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-22,"Nebraska",6,62,65.2857142857143,0.0985576923076924,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-23,"Nebraska",7,73,71.5714285714286,0.0962800875273522,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-24,"Nebraska",8,77,78.5714285714286,0.0978043912175649,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-25,"Nebraska",9,84,87.2857142857143,0.110909090909091,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-26,"Nebraska",10,91,98.1428571428571,0.124386252045826,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-27,"Nebraska",11,102,114.142857142857,0.163027656477438,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-28,"Nebraska",12,122,131.571428571429,0.152690863579474,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-29,"Nebraska",13,138,155.142857142857,0.179153094462541,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-30,"Nebraska",14,185,181.142857142857,0.167587476979742,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-03-31,"Nebraska",15,199,209,0.153785488958991,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-04-01,"Nebraska",16,249,240,0.148325358851675,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-04-02,"Nebraska",17,273,274.142857142857,0.142261904761905,25,1.23364556167458,4,0,0,0,0,0,1.5,-1.5,0.783,0.047,0.025,0.112
2020-04-03,"Nebraska",18,297,310.285714285714,0.131839499739448,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-04,"Nebraska",19,339,352,0.134438305709024,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-05,"Nebraska",20,377,393.285714285714,0.117288961038961,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-06,"Nebraska",21,438,439.142857142857,0.11660007264802,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-07,"Nebraska",22,491,493.571428571429,0.123942745608328,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-08,"Nebraska",23,538,547.714285714286,0.109696092619392,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-09,"Nebraska",24,594,608.857142857143,0.111632759520084,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-10,"Nebraska",25,678,670.571428571429,0.101360863444392,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-11,"Nebraska",26,718,733.285714285714,0.0935236472092033,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-12,"Nebraska",27,805,798.428571428571,0.0888369374634716,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-13,"Nebraska",28,870,869.857142857143,0.089461442118447,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-14,"Nebraska",29,930,946.714285714286,0.0883560518968631,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-15,"Nebraska",30,994,1036.71428571429,0.0950656405613401,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-16,"Nebraska",31,1094,1132.14285714286,0.0920490560837811,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-17,"Nebraska",32,1216,1243,0.0979179810725552,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-18,"Nebraska",33,1348,1356.71428571429,0.0914837375014367,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-04-19,"Nebraska",34,1473,1475.57142857143,0.0876066126145099,25,1.23364556167458,4,1,0,1,1,3,1.5,1.5,0.783,0.047,0.025,0.112
2020-03-17,"Nevada",1,55,70.4285714285714,0.420749279538905,7,-0.150812415852638,5,1,0,0,1,2,3.47058823529412,-1.47058823529412,0.482,0.09,0.081,0.289
2020-03-18,"Nevada",2,82,91,0.292089249492901,7,-0.150812415852638,5,1,0,0,1,2,3.47058823529412,-1.47058823529412,0.482,0.09,0.081,0.289
2020-03-19,"Nevada",3,99,114.428571428571,0.2574568288854,7,-0.150812415852638,5,1,0,0,1,2,3.47058823529412,-1.47058823529412,0.482,0.09,0.081,0.289
2020-03-20,"Nevada",4,165,145.857142857143,0.274656679151061,7,-0.150812415852638,5,1,0,0,1,2,3.47058823529412,-1.47058823529412,0.482,0.09,0.081,0.289
2020-03-21,"Nevada",5,165,183,0.254652301665034,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-22,"Nevada",6,190,229.142857142857,0.252146760343482,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-23,"Nevada",7,265,291.428571428571,0.271820448877806,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-24,"Nevada",8,315,356.571428571429,0.223529411764706,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-25,"Nevada",9,405,438.428571428571,0.229567307692308,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-26,"Nevada",10,535,542.714285714286,0.237862495927012,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-27,"Nevada",11,621,654,0.205053961568834,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-28,"Nevada",12,738,768,0.174311926605505,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-29,"Nevada",13,920,892.857142857143,0.162574404761905,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-30,"Nevada",14,1044,1024.71428571429,0.14768,7,-0.150812415852638,5,1,0,1,1,3,3.47058823529412,-0.470588235294118,0.482,0.09,0.081,0.289
2020-03-31,"Nevada",15,1113,1157.28571428571,0.129374041544681,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-01,"Nevada",16,1279,1303,0.125910381434391,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-02,"Nevada",17,1458,1440.14285714286,0.105251617147243,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-03,"Nevada",18,1549,1572.57142857143,0.0919551631782562,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-04,"Nevada",19,1758,1713.71428571429,0.0897529069767442,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-05,"Nevada",20,1880,1862.14285714286,0.0866122040680226,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-06,"Nevada",21,1971,2004.71428571429,0.0765630993479095,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-07,"Nevada",22,2101,2155.71428571429,0.0753224542150645,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-08,"Nevada",23,2318,2293.14285714286,0.0637508283631545,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-09,"Nevada",24,2456,2433.14285714286,0.0610515823573386,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-10,"Nevada",25,2606,2585.28571428571,0.0625293565054015,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-11,"Nevada",26,2720,2733.28571428571,0.0572470575233464,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-12,"Nevada",27,2860,2861,0.0467255527099776,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-13,"Nevada",28,3036,2984.57142857143,0.0431916912168572,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-14,"Nevada",29,3137,3115.71428571429,0.0439402642159679,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-15,"Nevada",30,3212,3245.14285714286,0.0415405777166438,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-16,"Nevada",31,3321,3366.57142857143,0.0374185596055643,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-17,"Nevada",32,3524,3480,0.0336926079945685,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-18,"Nevada",33,3626,3594.28571428571,0.0328407224958949,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-04-19,"Nevada",34,3710,3718.42857142857,0.0345389507154214,7,-0.150812415852638,5,1,1,1,1,4,3.47058823529412,0.529411764705882,0.482,0.09,0.081,0.289
2020-03-17,"New Hampshire",1,26,28.7142857142857,0.313725490196078,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-18,"New Hampshire",2,39,37,0.288557213930348,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-19,"New Hampshire",3,44,46.2857142857143,0.250965250965251,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-20,"New Hampshire",4,55,58.2857142857143,0.259259259259259,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-21,"New Hampshire",5,65,70,0.200980392156863,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-22,"New Hampshire",6,78,84,0.2,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-23,"New Hampshire",7,101,100.285714285714,0.193877551020408,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-24,"New Hampshire",8,108,119.142857142857,0.188034188034188,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-25,"New Hampshire",9,137,140.428571428571,0.178657074340528,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-26,"New Hampshire",10,158,166.142857142857,0.183112919633774,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-27,"New Hampshire",11,187,196.571428571429,0.183147033533964,11,0.156844912486744,4,1,0,1,0,2,3.35294117647059,-1.35294117647059,0.896,0.014,0.027,0.039
2020-03-28,"New Hampshire",12,214,233.571428571429,0.188226744186047,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-03-29,"New Hampshire",13,258,273.285714285714,0.170030581039755,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-03-30,"New Hampshire",14,314,319.142857142857,0.167799268165186,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-03-31,"New Hampshire",15,367,369.571428571429,0.158012533572068,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-01,"New Hampshire",16,415,427.714285714286,0.157325086973328,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-02,"New Hampshire",17,479,486.428571428571,0.137274549098196,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-03,"New Hampshire",18,540,543.714285714286,0.11776798825257,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-04,"New Hampshire",19,621,598,0.0998423541776144,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-05,"New Hampshire",20,669,651.285714285714,0.0891065456282848,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-06,"New Hampshire",21,715,699.857142857143,0.0745777582803246,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-07,"New Hampshire",22,747,749.142857142857,0.0704225352112675,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-08,"New Hampshire",23,788,793.142857142857,0.0587337909992372,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-09,"New Hampshire",24,819,838.285714285714,0.0569164265129684,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-10,"New Hampshire",25,885,881.857142857143,0.0519768234492161,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-11,"New Hampshire",26,929,931,0.0557265511096711,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-12,"New Hampshire",27,985,981.142857142857,0.0538591376400184,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-13,"New Hampshire",28,1020,1037.14285714286,0.0570762958648806,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-14,"New Hampshire",29,1091,1094.57142857143,0.0553719008264464,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-15,"New Hampshire",30,1139,1153.57142857143,0.0539023753589141,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-16,"New Hampshire",31,1211,1211.71428571429,0.0504024767801857,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-17,"New Hampshire",32,1287,1272.71428571429,0.0503419004951662,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-18,"New Hampshire",33,1342,1329.85714285714,0.0448984173307891,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-04-19,"New Hampshire",34,1392,1394,0.0482328928993447,11,0.156844912486744,4,1,1,1,1,4,3.35294117647059,0.647058823529412,0.896,0.014,0.027,0.039
2020-03-17,"New Jersey",1,268,382.142857142857,0.462547840349918,5,-0.30464108002233,8,0,0,1,1,2,3.85294117647059,-1.85294117647059,0.547,0.126,0.096,0.204
2020-03-18,"New Jersey",2,427,562.285714285714,0.471401869158879,5,-0.30464108002233,8,1,0,1,1,3,3.85294117647059,-0.852941176470588,0.547,0.126,0.096,0.204
2020-03-19,"New Jersey",3,735,821.714285714286,0.461382113821138,5,-0.30464108002233,8,1,0,1,1,3,3.85294117647059,-0.852941176470588,0.547,0.126,0.096,0.204
2020-03-20,"New Jersey",4,896,1202.85714285714,0.463838664812239,5,-0.30464108002233,8,1,0,1,1,3,3.85294117647059,-0.852941176470588,0.547,0.126,0.096,0.204
2020-03-21,"New Jersey",5,1336,1689.57142857143,0.404631828978622,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-22,"New Jersey",6,1914,2257.42857142857,0.336095374989431,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-23,"New Jersey",7,2844,3134.71428571429,0.388621693456524,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-24,"New Jersey",8,3675,4267.42857142857,0.361345303741512,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-25,"New Jersey",9,4402,5665.71428571429,0.327664702731655,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-26,"New Jersey",10,6876,7304.57142857143,0.289258698940999,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-27,"New Jersey",11,8825,9274.85714285714,0.269733239458656,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-28,"New Jersey",12,11124,11420.7142857143,0.231362824225248,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-29,"New Jersey",13,13386,13971.1428571429,0.223316029770467,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-30,"New Jersey",14,16636,16644.5714285714,0.191353606413219,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-31,"New Jersey",15,18696,19654.5714285714,0.180839741829168,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-01,"New Jersey",16,22255,22940.2857142857,0.167173031355846,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-02,"New Jersey",17,25590,26385.8571428571,0.150197406932284,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-03,"New Jersey",18,29895,29879.2857142857,0.132397767202127,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-04,"New Jersey",19,34124,33553.5714285714,0.122971002366666,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-05,"New Jersey",20,37505,37151,0.107214475784992,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-06,"New Jersey",21,41090,40784.8571428571,0.0978131717277367,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-07,"New Jersey",22,44416,44312.4285714286,0.0864921854750012,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-08,"New Jersey",23,47437,47744.8571428571,0.0774597259072753,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-09,"New Jersey",24,51027,51222.7142857143,0.0728425499829449,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-10,"New Jersey",25,54588,54579,0.0655233866671873,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-11,"New Jersey",26,58151,58065.8571428571,0.0638864241348714,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-12,"New Jersey",27,61850,61436.2857142857,0.0580449292798079,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-13,"New Jersey",28,64584,64906.2857142857,0.0564812790951834,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-14,"New Jersey",29,68824,68317.5714285714,0.0525570933037523,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-15,"New Jersey",30,71030,71641.7142857143,0.0486572164032261,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-16,"New Jersey",31,75317,74991.8571428571,0.0467624608169223,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-17,"New Jersey",32,78467,78452.1428571429,0.0461421525765654,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-18,"New Jersey",33,81420,81818.2857142857,0.0429069587464605,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-04-19,"New Jersey",34,85301,85366.1428571429,0.0433626433490243,5,-0.30464108002233,8,1,1,1,1,4,3.85294117647059,0.147058823529412,0.547,0.126,0.096,0.204
2020-03-17,"New Mexico",1,23,25.7142857142857,0.224489795918367,0,-0.689212740446557,6,1,0,0,1,2,3.73529411764706,-1.73529411764706,0.367,0.018,0.015,0.492
2020-03-18,"New Mexico",2,28,32,0.244444444444444,0,-0.689212740446557,6,1,0,0,1,2,3.73529411764706,-1.73529411764706,0.367,0.018,0.015,0.492
2020-03-19,"New Mexico",3,35,38.8571428571429,0.214285714285714,0,-0.689212740446557,6,1,0,1,1,3,3.73529411764706,-0.735294117647059,0.367,0.018,0.015,0.492
2020-03-20,"New Mexico",4,43,47.7142857142857,0.227941176470588,0,-0.689212740446557,6,1,0,1,1,3,3.73529411764706,-0.735294117647059,0.367,0.018,0.015,0.492
2020-03-21,"New Mexico",5,57,58.7142857142857,0.230538922155689,0,-0.689212740446557,6,1,0,1,1,3,3.73529411764706,-0.735294117647059,0.367,0.018,0.015,0.492
2020-03-22,"New Mexico",6,65,70.8571428571429,0.206812652068127,0,-0.689212740446557,6,1,0,1,1,3,3.73529411764706,-0.735294117647059,0.367,0.018,0.015,0.492
2020-03-23,"New Mexico",7,83,85.2857142857143,0.203629032258065,0,-0.689212740446557,6,1,0,1,1,3,3.73529411764706,-0.735294117647059,0.367,0.018,0.015,0.492
2020-03-24,"New Mexico",8,100,106.428571428571,0.247906197654941,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-25,"New Mexico",9,113,128.285714285714,0.205369127516778,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-26,"New Mexico",10,136,152.857142857143,0.191536748329621,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-27,"New Mexico",11,191,181.285714285714,0.185981308411215,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-28,"New Mexico",12,210,212,0.169424743892829,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-29,"New Mexico",13,237,247.714285714286,0.168463611859838,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-30,"New Mexico",14,282,285.857142857143,0.153979238754325,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-03-31,"New Mexico",15,315,329.285714285714,0.15192403798101,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-01,"New Mexico",16,363,377,0.144902386117137,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-02,"New Mexico",17,403,432.285714285714,0.146646456991285,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-03,"New Mexico",18,495,490,0.133509583608724,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-04,"New Mexico",19,544,558.428571428571,0.139650145772595,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-05,"New Mexico",20,624,630.142857142857,0.128421591199795,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-06,"New Mexico",21,686,713.857142857143,0.132849693946951,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-07,"New Mexico",22,794,798.857142857143,0.119071442865719,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-08,"New Mexico",23,865,888.857142857143,0.112660944206009,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-09,"New Mexico",24,989,977.571428571429,0.0998071359691417,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-10,"New Mexico",25,1090,1071.71428571429,0.096302791173462,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-11,"New Mexico",26,1174,1159.28571428571,0.0817115435883763,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
2020-04-12,"New Mexico",27,1245,1247.71428571429,0.0762784966112139,0,-0.689212740446557,6,1,1,1,1,4,3.73529411764706,0.264705882352941,0.367,0.018,0.015,0.492
