"date","state","time","Z_t","M_t","W_t_ma","ed","zed","ed2","sc","sh","rb","ob","old","meanold","cold","white","black","asian","hispanic"
2020-03-24,"Hawaii",8,90,84.5714285714286,0.163064833005894,-2,-0.843041404616249,13,1,0,1,0,2,3.52941176470588,-1.52941176470588,0.216,0.018,0.368,0.107
2020-03-25,"Hawaii",9,95,99.2857142857143,0.173986486486487,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-26,"Hawaii",10,106,116.285714285714,0.171223021582734,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-27,"Hawaii",11,120,134.428571428571,0.156019656019656,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-28,"Hawaii",12,151,153.571428571429,0.14240170031881,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-29,"Hawaii",13,175,176.857142857143,0.151627906976744,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-30,"Hawaii",14,204,202.142857142857,0.14297253634895,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-31,"Hawaii",15,224,230.285714285714,0.139222614840989,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-01,"Hawaii",16,258,258.571428571429,0.122828784119107,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-02,"Hawaii",17,283,286.285714285714,0.107182320441989,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-03,"Hawaii",18,317,312.142857142857,0.0903193612774452,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-04,"Hawaii",19,349,338.428571428571,0.0842105263157894,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-05,"Hawaii",20,369,363.428571428571,0.073870831574504,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-06,"Hawaii",21,385,385.857142857143,0.0617138364779873,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-07,"Hawaii",22,408,406.714285714286,0.0540540540540541,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-08,"Hawaii",23,433,426,0.0474183350895679,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-09,"Hawaii",24,440,444.285714285714,0.0429242119382964,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-10,"Hawaii",25,463,461,0.0376205787781351,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-11,"Hawaii",26,484,475.714285714286,0.0319181902696003,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-12,"Hawaii",27,497,488.714285714286,0.0273273273273273,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-13,"Hawaii",28,502,502.285714285714,0.0277696579947383,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-14,"Hawaii",29,511,514.285714285714,0.0238907849829353,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-15,"Hawaii",30,524,526.285714285714,0.0233333333333333,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-16,"Hawaii",31,535,537.285714285714,0.0209011943539631,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-17,"Hawaii",32,547,548.142857142857,0.0202073916511565,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-18,"Hawaii",33,568,558,0.0179827990617671,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-04-19,"Hawaii",34,574,566.857142857143,0.0158730158730159,-2,-0.843041404616249,13,1,1,1,1,4,3.52941176470588,0.470588235294118,0.216,0.018,0.368,0.107
2020-03-17,"Idaho",1,9,12.7142857142857,0.508474576271186,0,-0.689212740446557,4,0,0,0,0,0,3.08823529411765,-3.08823529411765,0.814,0.006,0.013,0.127
2020-03-18,"Idaho",2,11,18,0.415730337078652,0,-0.689212740446557,4,0,0,0,0,0,3.08823529411765,-3.08823529411765,0.814,0.006,0.013,0.127
2020-03-19,"Idaho",3,23,24,0.333333333333333,0,-0.689212740446557,4,0,0,0,0,0,3.08823529411765,-3.08823529411765,0.814,0.006,0.013,0.127
2020-03-20,"Idaho",4,31,30.4285714285714,0.267857142857143,0,-0.689212740446557,4,0,0,0,0,0,3.08823529411765,-3.08823529411765,0.814,0.006,0.013,0.127
